baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CCDC121	301.816775439926	-0.179531727156192	0.0543881176369217	-3.30093658241107	0.000963626610912227	0.00247323942166941
CCDC155	11.077614690068	-0.818492708999126	0.24797496692382	-3.30070699939069	0.000964415413756495	0.00247496910946634
SLC39A14	3620.49010787166	-0.257170949856651	0.0779341510857944	-3.29984924803431	0.000967367775280531	0.00248225004176319
FBXO43	62.234216442612	-0.36532328214761	0.110722217339386	-3.29945778657791	0.000968717956881767	0.00248541856175548
CLRN1	2.81723813202336	0.795121867911494	0.241066240071176	3.29835429331262	0.000972533392108395	0.00249466590889396
NOS2	54.3697822040694	-0.353301084797645	0.107114543893315	-3.29834840308453	0.000972553795432619	0.00249466590889396
PKD2L2	5.11548527980019	0.410005851494778	0.124324259213505	3.29787488048221	0.00097419534094696	0.0024985790982573
LOC100506433	8.92888791240416	-0.913538750446131	0.27702193898771	-3.29771264248736	0.000974758356048851	0.00249972551157201
GPR27	104.372101265503	0.395568132507741	0.119987704332672	3.29673890093778	0.000978143871133013	0.00250810896925608
HGSNAT	7435.048851475	-0.218452720377376	0.0662832518838839	-3.29574536807676	0.000981609416751558	0.00251669561757653
C6orf47	2179.28056272338	0.18383226522578	0.0557806770107526	3.29562628274203	0.000982025560910833	0.00251746295624262
ZNF343	913.056615211326	-0.149147796473425	0.0452570345660819	-3.29557157033007	0.000982216808406617	0.00251765340805486
LOC399753	40.4535570759093	0.366468980545655	0.111201558473925	3.29553817028191	0.000982333575385685	0.00251765340805486
PPM1E	126.11674747583	-0.614933750102054	0.186630406486469	-3.29492798991808	0.00098446903706403	0.00252282632740662
FAM83G	448.267829165869	-0.34159653667686	0.103676984507184	-3.29481551089278	0.000984863151284979	0.00252353612408225
NXF5	5.14112672011369	0.620111043291842	0.188215232858938	3.29469105062606	0.000985299416724493	0.00252435374407331
CCDC144NL	4.75900292047447	-0.840132290308094	0.255024152393787	-3.29432440975563	0.000986585628030172	0.00252734848635934
KERA	82.250616586085	0.605929859805129	0.183941694655947	3.29414090121594	0.000987229977188288	0.00252869844590946
SLC22A8	1.03052060820794	-1.03127907432542	0.31307716212294	-3.29400927021452	0.000987692409948247	0.00252958217783227
EP300	6995.36870533821	-0.226676506555406	0.0688213070929409	-3.29369661999134	0.000988791585217464	0.00253209626909842
TRIB1	7093.15750358478	0.341718591817943	0.103757484126765	3.29343559834633	0.000989710118768002	0.00253414723065579
RFT1	1512.65740101246	-0.134813450882264	0.0409382405653917	-3.29309342610664	0.000990915417391706	0.00253693187787129
DCAF10	6861.64494331104	0.344643357146958	0.104674430225527	3.29252670785411	0.000992914667134506	0.00254148045760526
BVES	197.995692949782	-0.356131813142195	0.108163806525679	-3.29252292963308	0.000992928008339375	0.00254148045760526
HOXA11	56.5412651268973	-0.489052927916676	0.148549719303866	-3.29218345351627	0.000994127403649986	0.00254416857309111
ASPH	15777.7549230651	-0.356642441799517	0.108330873103349	-3.29215884246844	0.000994214408506036	0.00254416857309111
DNAJC7	3730.86808056124	-0.144830850842884	0.0439986351442064	-3.29171235353546	0.000995794058582966	0.00254790821830302
S1PR4	177.945043836488	0.514324143051084	0.156279792060815	3.29104701426107	0.000998152299140565	0.00255363889474936
LOC100272216	23.8839586418156	0.504419283200012	0.153282267132638	3.29078694252042	0.00099907550680084	0.00255569730687691
BRAT1	3776.40400287232	0.239125581116347	0.0726710570605122	3.29052019867043	0.00100002322038406	0.00255781791047777
MNX1	90.192243069335	0.72257818126518	0.219599228702656	3.2904404333932	0.00100030677985103	0.00255823946641862
LOC728554	993.438067612687	-0.241037637956929	0.0732589931053482	-3.29021226937027	0.00100111829655228	0.00256001098883351
SLC25A3	16899.2997800012	-0.143520919390058	0.0436220728576915	-3.29009856680281	0.00100152293282665	0.00256074175941341
GOLGA7	3388.74759733957	-0.246304827326351	0.0748649032245318	-3.28999059262313	0.00100190732348862	0.00256142059774995
BRE	2349.14468797031	-0.132398902972969	0.0402454821717608	-3.28978299745331	0.00100264675100935	0.00256300683480605
LRCH4	3199.0327940565	0.21444720539342	0.0651886764214171	3.2896388938335	0.00100316032674354	0.00256401543236004
RANGRF	338.892725927732	0.295391572978673	0.0898076014022866	3.28916003062467	0.00100486871316214	0.00256807729019753
MIR3605	2.46130745142209	0.470382195868705	0.143039681925361	3.28847344692889	0.00100732286005728	0.00257404384973005
GMFG	1005.31676812698	0.340920306511256	0.103694250142737	3.28774552149201	0.00100993083880456	0.00258040203880521
OR5P2	0.482973278072616	1.11393616615124	0.338861403457903	3.28729136686594	0.00101156112845281	0.00258426099269386
LOC400940	5.71879002236861	-0.922893527030092	0.280771680155458	-3.28698936630326	0.00101264657522122	0.00258672727253568
OR5E1P	0.65927213378036	1.1531734262191	0.350872904478218	3.28658443413855	0.00101410366946581	0.00259014219975951
CD70	41.7754578380789	-0.506472694613955	0.154112373127101	-3.28638566999583	0.00101481960551996	0.00259166353500736
PRSS56	1.31281842690164	-0.781884385942313	0.238023109359707	-3.28490955372198	0.00102015114057955	0.00260497050760291
LOC619207	110.220083949396	0.444357794640549	0.135279903545941	3.28472879557936	0.00102080579359227	0.00260633325635837
C1QTNF9B	4.56957085517373	0.541075984471245	0.164733830413554	3.28454685423697	0.00102146512444419	0.00260770762424761
HCST	550.833350310686	0.406430922794258	0.123752847805233	3.28421470699338	0.00102266979786688	0.00261047371152181
C20orf30	5954.43158359074	-0.175442028790999	0.0534230029800961	-3.2840166034164	0.00102338893073327	0.00261199989618737
DOK5	207.040814057242	-0.413030263470092	0.12577439577977	-3.28389781488838	0.00102382036764504	0.00261279151866202
INPP5D	1821.74920170346	0.32919183324726	0.100249998413917	3.2837091117755	0.00102450607867281	0.00261423178478348
LARS2	1561.78052865358	-0.160900363883619	0.0490043076400442	-3.28339224921808	0.00102565845278492	0.00261686235277099
LOC100507217	3098.55311237327	0.200835177769602	0.0611879435060234	3.28226716346221	0.00102975989331896	0.00262701564732548
IPO9	7607.74103096326	-0.175285320414428	0.0534095645623043	-3.28190880886046	0.00103106943986478	0.00263004499318574
ACTBL2	12.0039055384123	-0.658925707466278	0.200794638861578	-3.28159014205813	0.00103223524847111	0.00263262760533513
FRAT2	1186.87744167323	-0.214415472357455	0.0653395220019184	-3.28155863079562	0.00103235059532642	0.00263262760533513
RMND5B	2862.38562051309	0.19595158894131	0.0597134496330149	3.28153188512108	0.00103244850712386	0.00263262760533513
PSMG2	3126.3501808664	-0.162506222603172	0.0495226169338085	-3.28145466990116	0.00103273122837967	0.0026330368738712
ZGPAT	1829.86784146209	0.29200601548617	0.0889882260549851	3.28140056759578	0.00103292936506396	0.00263323041544644
FLJ36000	1.01990547829997	-1.25456686514045	0.382331949578429	-3.28135502806861	0.00103309616989939	0.00263334404688979
DNLZ	520.33099912903	0.32653778689705	0.0995160194888021	3.28125852073286	0.00103344974498882	0.00263393366923449
GFER	1740.86147854731	0.255860336026698	0.0779814323502019	3.28104175975725	0.00103424430306066	0.00263564694406658
C16orf90	1.4617529889628	-0.727024905676835	0.221607476527215	-3.28068762421719	0.00103554363710053	0.00263864602219914
NSRP1	2325.29113942002	-0.19976581701331	0.0609004136975349	-3.28020459771353	0.00103731831141971	0.00264285545189525
SNORA70G	1.15636519510009	0.724887737199131	0.221019350126669	3.27974784462849	0.00103899904386208	0.00264682457147507
LOC606724	82.5439491200793	0.425217615807454	0.129673748204536	3.27913414777487	0.00104126125623186	0.00265227388321816
GPANK1	1218.27849390319	0.217582107126283	0.0663789848779336	3.27787638702823	0.00104591186965297	0.00266380486107147
BCAN	176.324119603995	-0.575950690611486	0.175744702528886	-3.27720086195384	0.00104841757279743	0.00266987094424915
SLC26A5	32.7695285090018	0.483715074560643	0.147644518377908	3.27621424672561	0.00105208717391071	0.00267889919332612
KAT6B	5075.67054803414	-0.36605114080754	0.111740658465405	-3.27589926383754	0.00105326121658407	0.00268157169109989
PVRL2	13755.2959517384	0.232589152259947	0.0710077884645442	3.27554423661686	0.0010545859704366	0.00268462721813614
SPAG6	361.37802007052	1.03153939556413	0.315019344329704	3.27452714930579	0.00105838968427531	0.00269399189012609
SLC30A10	1.32962263865199	-1.02865304121092	0.314167493742258	-3.27421856716603	0.00105954623023447	0.00269661712748628
C16orf72	3810.17358643356	-0.156475707025961	0.0477949052890664	-3.27389930118256	0.00106074404910584	0.0026993467746204
PSG9	3.10962728438698	-1.00116960965405	0.305845161557609	-3.27345250307472	0.00106242244515437	0.00270319118161773
COL6A2	58562.5670056135	0.356321973505343	0.108852773632759	3.2734303556424	0.00106250570580853	0.00270319118161773
FAM196B	49.6680618963289	0.652799980645749	0.199470309966891	3.27266739974537	0.00106537763682796	0.00271017780231687
TMEM80	1227.05888682226	0.245634803238987	0.0750628122354981	3.27239009468957	0.00106642325123554	0.0027122599096775
UCK1	2037.69199988945	0.154909560658875	0.0473384485242301	3.27238355899191	0.00106644790637199	0.0027122599096775
WSCD1	159.786466522276	0.399254414009917	0.122018988999931	3.27206787469894	0.00106763941559472	0.0027149697320081
CIB4	3.17445165140169	-0.895118818272902	0.273603209255826	-3.2715947327794	0.00106942753433234	0.00271919589279546
FES	906.593744753852	0.298089192448411	0.09112846083484	3.27108775587316	0.0010713465980798	0.00272375396613539
MAP4K5	3074.2971226011	-0.17405224148113	0.0532145862157113	-3.27076190681234	0.00107258171833087	0.00272657233507024
MIR4324	1.48545942905322	-0.658044906579347	0.2012035541037	-3.27054315472076	0.00107341162981033	0.00272836009351508
CLTCL1	217.402943999728	-0.318358697146006	0.0973562686251593	-3.27003799181899	0.00107533040965924	0.0027329147511736
POLR1E	1484.43256196288	-0.209527431660541	0.0640841877765982	-3.26956522240662	0.00107712902161552	0.00273705192863566
CCDC105	0.528740032228997	-1.33381356304225	0.407951027927895	-3.26954333175011	0.00107721237016811	0.00273705192863566
CUL4A	6308.92506879472	-0.17892945073798	0.0547341824030965	-3.26906227300945	0.00107904550535628	0.00274138636407968
NOL6	3768.14294872328	-0.156832939220148	0.0479809697740137	-3.26864879886375	0.00108062340629807	0.00274507141437161
MGAT5B	143.402794669585	-0.637356642870798	0.194998182358181	-3.2685260711819	0.00108109217053758	0.00274593842514286
FAM13B	2428.85783683913	0.199750126777031	0.0611255164012487	3.26786812672147	0.00108360842936039	0.00275200518709658
PDE8B	628.761346079545	0.458150211088643	0.140209360158907	3.26761501920696	0.00108457786182801	0.00275414255719267
RTF1	5414.90561051532	-0.152587744526954	0.0467081424550511	-3.26683392887642	0.00108757459218903	0.0027614268726129
C8orf55	3350.06737835931	-0.305489013077398	0.0935140607357702	-3.26677090775233	0.00108781671253043	0.00276166076637263
CCNT1	2570.37556144878	-0.181650215558287	0.0556059056593644	-3.26674322456065	0.00108792308411644	0.00276166076637263
KIAA1033	3061.49136735093	-0.211268493663944	0.0646817494612103	-3.26627673839654	0.00108971698653045	0.00276588863781951
CALML5	5264.21153538097	-0.985699961363499	0.301792164055106	-3.26615491972653	0.00109018589830604	0.00276675285582582
MLLT1	5335.39729410074	0.152309285230357	0.0466417529318431	3.26551374372495	0.00109265702911793	0.00277269764844721
TUBG1	2449.39114474714	-0.23680942564007	0.0725236880713711	-3.26527003710876	0.00109359764698096	0.00277475770893391
THTPA	1116.12666747568	0.206082374665218	0.0631143707112631	3.26522109533513	0.00109378663448976	0.00277491041609131
SNTN	24.3105869852426	0.705463738804836	0.216061614613856	3.26510444747734	0.00109423718924086	0.00277572659896444
POLR2F	1625.45602170092	-0.266450666358148	0.0816100993092303	-3.26492270703575	0.00109493950748033	0.00277718115718816
DEFB124	2.23126091889327	0.713806486836356	0.218638593586937	3.26477807566268	0.00109549871919882	0.00277827244336896
MYL12B	21021.2238002415	-0.176600317898408	0.0540958918161903	-3.26457910146798	0.00109626847701457	0.00277989737156332
AGAP7	14.63638203209	0.379380265427868	0.116218343774351	3.26437508148	0.00109705827450555	0.00278144310501053
TAS2R5	32.153342295257	0.36914861107012	0.113084703511503	3.2643549446329	0.00109713625633028	0.00278144310501053
FAM86B2	23.1235067404899	0.365700250812108	0.112030693721803	3.26428622963115	0.00109740240019884	0.00278179048239603
LYPD2	1.1641009494145	-0.966425020868825	0.2960802024066	-3.26406498311446	0.00109825972795499	0.00278363618577204
PKIG	2160.03934170481	0.23444012353575	0.0718264520881998	3.26398028469884	0.00109858809727403	0.00278414092079423
SH2D2A	282.292201786771	-0.447567714761825	0.137169133249912	-3.26288942823886	0.00110282538765727	0.00279455071179583
RPS26	222.990078492793	-0.213755153930259	0.0655175731893539	-3.26256214210621	0.0011040996325058	0.0027974506036346
HBD	9.58322534800184	0.645048113776444	0.197764800326657	3.26169324728662	0.00110748916662569	0.00280570867894918
LOC1720	8.34778970566678	-0.338425181825376	0.103777943877008	-3.26105113651568	0.00111000020247022	0.00281173948994925
C19orf21	2753.91639262283	0.486297914484935	0.149164555150842	3.26014389942147	0.0011135570147311	0.00282041762583669
SNORA62	16.9782547850012	0.275956918282393	0.0846757922995336	3.25898241738582	0.00111812597324275	0.00283165698454705
ISOC2	2968.01258915304	0.278920370751049	0.0856007130106163	3.25838840520472	0.00112046935084856	0.00283725807412805
NKX2-5	42.4411069335919	-1.02982477802446	0.316099982998047	-3.25790836259179	0.00112236643522878	0.00284166156292271
TRAF6	1332.65459619225	-0.175454761197457	0.0538554744545274	-3.25788163551696	0.00112247214539882	0.00284166156292271
FAM118B	754.878976119373	-0.180088022414363	0.0552783608230174	-3.25783941008931	0.00112263917297482	0.00284175048085648
LOC729862	22.7154775333308	-0.229025278467477	0.0703120077471023	-3.25727120879884	0.00112488899524078	0.00284711096257839
GNB5	1194.16697927267	0.218261812394882	0.0670275915516915	3.25629800119789	0.00112875214737741	0.00285633637256315
VTI1A	1071.96852555013	-0.134982064548052	0.0414527644772214	-3.25628619105066	0.00112879910304505	0.00285633637256315
ADH5	4173.47145110429	-0.121643827299921	0.037361723351914	-3.2558409084652	0.00113057080902129	0.0028604835595484
LOC158572	106.945197854106	-0.210520815632952	0.0646685399101672	-3.25538222952601	0.00113239850450333	0.00286477141627757
ULK4	411.904192707524	0.246942340677028	0.075859832589871	3.25524499918288	0.00113294585612846	0.00286581959897049
KCNJ15	134.456204194052	-0.465337349317063	0.142953972878396	-3.25515506807848	0.0011333046844893	0.00286639071644018
MARCKS	13710.6012615692	-0.25851748898444	0.0794495278142679	-3.25385809200511	0.00113849136301409	0.00287917102063335
SNORA7B	5.74735408997062	0.33543917509337	0.103094363990021	3.25371011674158	0.00113908451671507	0.00288033296104572
COX11	1607.0723052954	-0.213739042918353	0.0657004258178829	-3.25323679805095	0.00114098371699829	0.0028847967608275
SAMM50	2660.41546797844	-0.155657976776255	0.0478493387497044	-3.2530852221488	0.00114159253669566	0.0028859973727495
TTC25	129.301015939601	0.374638031661124	0.115179849024785	3.25263520340703	0.00114340185143498	0.00289023225241292
ORAOV1	1212.33600283147	0.330188074958433	0.101524285235802	3.25230632445757	0.0011447257957569	0.00289323938805568
CPLX1	542.542471885712	0.424487317140939	0.130527619161818	3.25208810109908	0.00114560506372641	0.00289512205195563
TRIP6	4349.60783892224	0.306552761414281	0.0942855234165514	3.25132374839706	0.00114868972700785	0.00290257699726214
LEO1	2374.09506080608	-0.191813407981598	0.0589973999138023	-3.2512179903156	0.00114911713414137	0.00290331646979497
AATF	3754.5260319134	-0.203066169911372	0.0624612616146203	-3.25107378016586	0.0011497001770364	0.00290444694509927
KCNK3	171.592996766994	-0.595272266968332	0.183102068780231	-3.2510406405228	0.00114983419953359	0.00290444694509927
PAX6	170.43899124853	-0.321678367375158	0.098957310708447	-3.25067814668996	0.00115130113097256	0.00290781143794524
PRR14	2951.02852308432	0.189782956792899	0.0583947190663281	3.25000205202345	0.00115404175750092	0.00291439170362206
TOM1L2	4495.84071835811	0.265989450326554	0.081880325510961	3.24851481313356	0.00116009168285119	0.00292932667784178
SNX14	4122.48139948216	-0.185736797574513	0.0571808866084821	-3.24823220818967	0.0011612445977282	0.00293189424744597
COPS4	2333.52529062074	-0.144329476332219	0.0444343344213429	-3.24815209256052	0.00116157162996891	0.00293237628264005
MC4R	2.73658862335094	-0.747636401568437	0.230200769156741	-3.24775805183943	0.00116318134455989	0.00293580095809707
CASQ1	129.734187801083	0.591411172319171	0.182098551484903	3.24775330444187	0.00116320075094303	0.00293580095809707
WNT4	797.529286866973	0.480540529852879	0.14800097110826	3.24687416747673	0.00116679964434435	0.00294453924537362
1/2-SBSRNA4	47.9162447208192	0.247226765965967	0.0761621258850099	3.24605915464113	0.00117014522371315	0.00295263629651865
TAS2R3	3.68889027763935	0.668892672704902	0.206069480122353	3.24595700589795	0.00117056516282098	0.00295335002550828
MAP3K5	1302.52351645679	-0.272982054895817	0.0841034569485943	-3.24578875589702	0.00117125715145604	0.00295474989121416
FAM21A	106.970026340829	-0.301892286630222	0.0930156263505561	-3.24560827545743	0.00117199986238959	0.00295614227415865
TRIM58	493.618712373202	0.578032488021476	0.178097927487192	3.24558795364446	0.0011720835177248	0.00295614227415865
TCFL5	1068.05599836693	-0.170301797731334	0.0524914748465893	-3.2443705997794	0.00117710486762371	0.00296845923774846
VIPR2	459.333940686528	0.700957954248604	0.216070916822018	3.24411061219312	0.00117817983896742	0.0029708223842128
GATA4	45.7909388906381	-1.08052051325777	0.333123091816773	-3.2436073625664	0.00118026320423964	0.00297572738117482
GPR137	1981.31455344662	0.208784330117879	0.0643902974605394	3.24248121769944	0.00118493758395662	0.00298716303636338
SNED1	1896.88282530127	0.317819140480916	0.0980230257083543	3.24229065756974	0.00118573024717842	0.00298881156490137
NEB	163.596855509416	-0.341237612074074	0.105249102017039	-3.24219024708477	0.00118614811659734	0.00298951509405393
ZNF676	71.3012086236785	-0.620127912069348	0.191299917435343	-3.24165279516623	0.00118838709678621	0.0029948077685299
SLIT2	817.706722806862	0.414747205081266	0.127949085833465	3.24150190194472	0.00118901640712936	0.0029960432134731
SEC14L2	6766.83400857336	0.52044691292008	0.160568074347434	3.2412851373801	0.00118992097720763	0.0029979718784892
CNN3	11297.7479184579	-0.255499245321738	0.0788280575108827	-3.24122214081534	0.00119018398444456	0.00299828388223499
MIR22HG	761.942539809285	0.238937117278546	0.0737246087116086	3.24094113830031	0.00119135780892082	0.00300089005441249
IL5	1.52975696590045	0.709942123540514	0.219069158583785	3.24072146042863	0.00119227620838641	0.00300285230692972
SLC44A5	473.408427955523	0.590277226910147	0.182152258886154	3.24057044650252	0.00119290792626256	0.00300409215235541
C17orf51	392.363830195214	-0.304226738871228	0.0938826112380979	-3.24050146091135	0.00119319660803666	0.00300446794337795
PYCR1	7108.542028364	-0.281773978204104	0.0869592585593082	-3.24029876602419	0.00119404519224573	0.00300625331561785
PRDM9	0.631344462539713	-1.16406691427487	0.359259487017344	-3.24018420206304	0.00119452506202491	0.00300711006499936
ZNF576	782.21989673739	0.164091619162657	0.0506488015228103	3.23979273406414	0.0011961661342825	0.00301058391725337
DIO2	2067.7498039707	-0.517869508768406	0.15984670939579	-3.23978836177434	0.00119618447510624	0.00301058391725337
C5orf28	940.444699358103	-0.182251870581474	0.0562608477920679	-3.23940853602227	0.00119777875514785	0.00301424430567752
LOC84989	21.3468696221527	0.390215733772371	0.120466727745307	3.23919924676109	0.00119865806418425	0.00301610480434309
GRIP2	78.8084061746794	0.357891722295632	0.110498371466438	3.23888685005945	0.00119997167883264	0.00301905755561957
MAGEF1	3410.19368527129	-0.19100052127529	0.0589785663333146	-3.23847345145454	0.00120171204655929	0.00302308317737896
AGBL5	1956.41901932702	-0.188075273422845	0.0580867782402768	-3.23783275851294	0.00120441390907499	0.00302952635809825
C3orf24	3.54489548613632	-0.76470645396461	0.236260905597236	-3.23670330489733	0.00120919059156332	0.00304118633021715
C11orf21	61.5682759688115	0.484688285914575	0.14975109706584	3.23662594405887	0.00120951840533324	0.00304165571664518
TTC14	2326.41474810548	0.227589665639542	0.0703285433695077	3.2360924133432	0.0012117814588974	0.00304699110066359
PCDHGA3	49.1252155642163	0.434732475793542	0.134367638014829	3.23539568170102	0.00121474264348444	0.00305408046577531
LRRFIP2	3559.79769760943	-0.246289580157865	0.0761357175055474	-3.23487566975276	0.0012169571046827	0.00305929099921634
SETD8	1791.51021782345	-0.173352334271607	0.0536024653620836	-3.23403658956011	0.00122053817590842	0.00306793541731081
KBTBD6	1015.99266018785	-0.186576586324797	0.0577048968810874	-3.23328861862929	0.00122373860875083	0.00307562116039757
LOC100216479	156.142110778485	0.672782472256596	0.208096930111379	3.23302449438588	0.00122487059929531	0.00307780117616086
DCDC2	474.068338025492	0.620341584644746	0.191876841956982	3.23301956774868	0.0012248917231899	0.00307780117616086
KLRB1	172.741027612006	0.463095907941939	0.143242567837828	3.23294894061262	0.00122519458746509	0.0030782031711193
LRRC3C	3.60595577632989	-0.70690535590693	0.218661673349905	-3.23287270730674	0.00122552156981154	0.00307866565998364
ING3	577.523832543126	-0.188163592656425	0.0582054407138802	-3.23274921293661	0.00122605143687397	0.00307963765372658
LOC100188947	77.9486208298922	0.545426849624275	0.168749539904724	3.2321679213598	0.00122854837959162	0.00308554981230145
FREM2	366.501556734675	-0.778761060915453	0.240968545228765	-3.23179550333481	0.0012301505716914	0.00308921365153508
PION	1072.62458393542	0.229999986069037	0.0711796698469226	3.23125952345199	0.00123245981605056	0.00309465201363559
LOC285074	174.63231259471	-0.165496379300665	0.0512216984929472	-3.23098187232999	0.00123365763644138	0.00309729869706247
DPEP3	7.35829381635263	0.489272820095338	0.15143594378368	3.23088962812054	0.00123405582693953	0.00309793739636276
TRADD	1038.14037617177	0.254777199979171	0.0788654741806878	3.23052898148375	0.00123561376941686	0.00310135872261741
STYK1	322.525338895324	-0.396070690062126	0.122603289697547	-3.23050622082983	0.00123571215313076	0.00310135872261741
MGRN1	5973.98823450907	0.176784034057706	0.0547238649817615	3.23047420200721	0.00123585056784582	0.00310135872261741
HOXD-AS1	569.929521701429	0.427727990070568	0.132406967584248	3.23040394228809	0.00123615434496684	0.00310175974935541
RFXAP	269.069856351012	0.185894276228748	0.0575474141446864	3.23028026526736	0.0012366892463368	0.00310274055235588
LOC100506599	236.053832704694	0.272425433139587	0.0843408592917726	3.23005285252248	0.00123767336115302	0.00310484803128559
SAMD9	2455.69824556295	-0.394000065521227	0.122003165749679	-3.2294249341826	0.00124039439600612	0.00311131177873511
TOMM40	2319.71538358769	-0.257968708364562	0.0798844481942589	-3.22927320893858	0.00124105271361452	0.00311260065915148
AGAP5	84.8627968551472	0.237313637743354	0.0735053844567573	3.2285204614223	0.00124432356839529	0.00312044080520407
SCARNA2	15.0673831804925	0.455433059971288	0.141082412920171	3.22813489324844	0.00124600202877447	0.00312428627885441
KATNB1	1152.77459860107	-0.194438689620877	0.0602332171631531	-3.22809736518312	0.00124616550803195	0.00312433256197375
VPS41	3385.16221624382	-0.162145170588741	0.0502322484285634	-3.22790987186911	0.00124698256060824	0.00312601725456644
RARRES2	2903.9015628057	0.387097437774383	0.119931952124151	3.22764226645513	0.00124814958010374	0.00312857877297906
E2F4	2586.51493963548	-0.160789906067367	0.0498187221395522	-3.22749960581009	0.00124877213110752	0.00312977510383673
MAP2K2	3259.11089549024	0.258268743682601	0.0800352961078316	3.22693556771047	0.00125123632294248	0.0031355862907378
PEX26	2477.59740188087	-0.152414359383718	0.0472331761096983	-3.2268496835728	0.00125161193057653	0.00313616276254254
MLIP	15.2628824238777	-0.5667742391767	0.175648949574231	-3.22674425637355	0.00125207315062061	0.00313695359425171
SHF	347.371690579672	0.304475373526329	0.0943818884211906	3.22599365852452	0.00125536138436394	0.00314482624008566
WT1-AS	25.8582394406422	-0.816072264780812	0.252979168018191	-3.22584769004431	0.00125600177127722	0.00314606466229468
COBRA1	4739.2281084922	0.170330921411293	0.0528048106605038	3.22567052661918	0.0012567794205673	0.00314764657483167
MARC2	971.068556675608	0.269039285165697	0.0834214207421243	3.22506237333649	0.00125945226004954	0.00315387776628993
PIGS	4542.08143033096	-0.2275013123449	0.0705422147708903	-3.22503784554806	0.00125956016993866	0.00315387776628993
C8orf83	2435.24793676059	-0.290497977222306	0.0900868355487114	-3.22464403875335	0.00126129389026513	0.0031578518967893
OR13A1	4.43513114719124	-0.56354341681799	0.17477386871535	-3.22441461621371	0.00126230493019097	0.00316001596746853
CD302	36.6135338143575	0.35210218291696	0.109203341992085	3.22428028752527	0.00126289724921609	0.00316113144383775
GJC1	709.318422381118	-0.273470409028945	0.0848183573305555	-3.22418893310055	0.00126330022087618	0.00316177276470219
NCAN	6.38919093743447	-0.617709773961058	0.191589990659461	-3.22412340976099	0.00126358932266236	0.00316212897751631
TRPT1	1431.03765034389	0.249600085700691	0.0774181030686309	3.22405323570666	0.00126389901204947	0.0031625366220202
TSHZ1	2166.22735173512	0.236377157549119	0.0733248964192412	3.22369575809031	0.00126547770626595	0.00316611911552591
EML2	3072.64352841566	0.268632532838688	0.0833462930289235	3.22308915101317	0.00126816077340598	0.00317246350467469
DAP3	9365.01765155014	-0.168644783018017	0.0523277916244776	-3.22285305346479	0.00126920646906513	0.00317471080570522
BAIAP2L1	2524.99726945074	-0.249070226855649	0.0772895168858338	-3.22256156968295	0.00127049857299071	0.00317757386307313
CXXC1P1	1.73754652592619	0.544803695331501	0.169074630700226	3.22226754584756	0.00127180316678933	0.00318046748987921
SERPINA3	58107.6209694776	0.530403586909206	0.164652093297178	3.22135951197346	0.0012758399552738	0.00319019220014145
LRRC4C	399.15242215559	0.503107206363737	0.156194150227897	3.22103744365376	0.00127727459329473	0.00319340882417799
KIAA2022	241.770186288229	-0.48786827726665	0.151504992596607	-3.22014653712194	0.00128125085493863	0.00320284960411989
NPM3	1137.06942581475	-0.314996138463119	0.0978210961188424	-3.22012480907423	0.00128134797335264	0.00320284960411989
PCBP1	20378.9126718221	-0.117055886022797	0.0363634367949906	-3.21905453224163	0.00128614023704403	0.00321445536738707
PLEKHA6	6082.2188336723	0.275275633583021	0.0855203561012861	3.21883170431374	0.00128714004817902	0.00321658104604672
CKB	2435.52444196796	-0.509576760966113	0.158321909829089	-3.21861176078667	0.0012881276207342	0.00321867565078841
EPB49	1300.91001041791	0.353560568587522	0.109859447183612	3.21829917819089	0.00128953235706699	0.00322181202605255
LCN1	3.16244888558543	-0.593795788629917	0.184523781500372	-3.21799056902983	0.00129092062391339	0.00322490653079662
PARM1	2415.83940343752	-0.422671393198308	0.131360155594291	-3.21765295790101	0.00129244093498725	0.00322833014531771
DOC2GP	6.63396822077911	0.557122764127799	0.173152847493798	3.2175200823524	0.00129303974560933	0.00322945145831295
NOC4L	1376.83423972403	0.242378199252589	0.0753542951689307	3.21651471504339	0.00129757879136806	0.00324041236597118
LRP1	26928.47738283	0.324424538007125	0.100879323837964	3.21596661896968	0.00130005953244987	0.00324623117374825
RAP1GDS1	3613.48733695411	-0.268013213150633	0.0833552143061855	-3.21531430734675	0.00130301766867343	0.00325324054396805
ZNF493	741.863467172673	0.253254626975023	0.0787764761483706	3.21485092196855	0.00130512282489638	0.00325811890377378
REXO2	2111.72236172554	-0.204122593926795	0.0635048443876394	-3.21428382188943	0.00130770342732882	0.00326418290329882
C14orf126	951.015625400893	-0.169087391110958	0.0526144914606391	-3.21370379940766	0.00131034770394054	0.00327040441771257
EIF6	7309.40289210267	-0.199685887429882	0.0621379315599509	-3.21359083601334	0.00131086326885054	0.00327131220480898
SEL1L2	4.44424442113198	0.741777953776864	0.230835771579777	3.21344455714267	0.00131153116374292	0.00327259988321491
TRUB1	1743.56931938228	-0.206391740036585	0.0642350240579137	-3.21307173249447	0.00131323486474676	0.00327647156063744
TMEM151B	15.9712791943753	0.451839169613863	0.140629546330471	3.2129746657368	0.00131367876676402	0.00327719955432655
TMX4	2407.00752855203	-0.235724576515769	0.0733692577705663	-3.21285213560297	0.00131423931464381	0.00327821833908606
